"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"85","꺼야꺼야","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00080","영업","2018-04-26"
"86","Pantai Warung","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00081","영업","2018-04-26"
"87","쉬림프랩","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 8거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00082","영업","2018-04-26"
"88","로드 난 케밥(road naan kebab)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00083","영업","2018-04-26"
"89","타코야King","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 8거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00084","영업","2018-04-26"
"90","호브로","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP팔거리광장)","2017-03-22","운영중","","","","","3.00","100197","","","2017","N","3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00085","영업","2018-04-26"
"91","칼로리밤(CALORIE BOMB)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00086","영업","2018-04-26"
"92","Fantastic Milk","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 8거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00088","영업","2018-04-26"
"93","S.W.A.T","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 8거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00089","영업","2018-04-26"
"94","더랍스터하버","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00090","영업","2018-04-26"
"95","오빠네(Op pane)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00091","영업","2018-04-26"
"96","불스테이크","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00092","영업","2018-04-26"
"97","Jerk truck","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 8거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00093","영업","2018-04-26"
"98","찰지네떡","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00095","영업","2018-04-26"
"99","두남자핫도그","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP팔거리광장)","2017-03-22","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00097","영업","2018-04-26"
"100","노꼬규카츠","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-03-23","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00098","영업","2018-04-26"
"101","니드커뮤니케이션즈","서울특별시 중구 을지로7가 112-4번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-04-25","운영중","","","","","9.40","100197","","","2017","N","9.4","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00137","영업","2018-04-26"
"102","대만 망고빙수","서울특별시 중구 을지로7가 112-4번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가 DDP 팔거리광장)","2017-04-25","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00139","영업","2018-04-26"
"103","킹콩디저트","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용거리(무교동사거리~광교사거리) ","","2017-04-20","운영중","","","","","9.00","110110","","","2017","N","9","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00092","영업","2018-04-26"
"104","하나타코(HANA TAKO)","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용거리 ","서울특별시 종로구 무교로 39 (서린동 청계천로 보행전용거리)","2017-03-23","운영중","","","","","8.00","110110","","","2017","N","8","휴게음식점","푸드트럭","","","198157.17033200000  ","452216.77020600000  ","3000000-104-2017-00068","영업","2018-04-26"
"105","오프로","서울특별시 종로구 서린동 43-3번지 ","","2017-03-23","운영중","","","","","10.00","110110","","","2017","N","10","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00069","영업","2018-04-26"
"106","새우고 먹는 i","서울특별시 종로구 세종로 1-68번지 ","서울특별시 종로구 세종대로 지하 172 (세종로)","2017-03-23","운영중","","","","","10.00","110820","","","2017","N","10","휴게음식점","푸드트럭","","","197949.42580200000  ","452453.63418600000  ","3000000-104-2017-00070","영업","2018-04-26"
"107","베리카인드","서울특별시 종로구 서린동 43-4번지 청계천로 보행전용거리 ","","2017-03-23","운영중","","","","","7.00","110110","","","2017","N","7","휴게음식점","푸드트럭","","","","","3000000-104-2017-00071","영업","2018-04-26"
"108","헌터스 위크","서울특별시 종로구 세종로 1-68번지 ","서울특별시 종로구 세종대로 지하 172 (세종로)","2017-03-23","운영중","","","","","10.00","110820","","","2017","N","10","휴게음식점","푸드트럭","","","197949.42580200000  ","452453.63418600000  ","3000000-104-2017-00072","영업","2018-04-26"
"109","메코메코(MecoMeco)","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용도로 ","","2017-03-23","운영중","","","","","10.00","110110","","","2017","N","10","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00073","영업","2018-04-26"
"110","더블랙","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용도로 ","","2017-03-23","운영중","","","","","10.00","110110","","","2017","N","10","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00075","영업","2018-04-26"
"111","프랭크식탁","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-23","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00109","영업","2018-04-26"
"112","크레페 홍 아저씨","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-23","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00110","영업","2018-04-26"
"114","호돌이","서울특별시 서초구 서초동 1366-4번지 양재역1번출구앞 ","서울특별시 서초구 남부순환로 2583 양재역1번출구앞 (서초동)","2017-03-23","운영중","","","","","10.00","137863","","","2017","Y","10","휴게음식점","푸드트럭","","","202914.04575300000  ","442816.75747400000  ","3210000-104-2017-00116","영업","2018-04-26"
"115","그랩고","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-23","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00117","영업","2018-04-26"
"116","오아시스 모바일키친1","서울특별시 중구 장충동2가 산 5-5번지 반얀트리호텔 오아시스 ","서울특별시 중구 장충단로 60 (장충동2가 반얀트리호텔 오아시스)","2017-05-26","운영중","","","","","16.50","100857","","","2017","N","16.5","휴게음식점","푸드트럭","","02-2250-8080","200203.97161700000  ","450131.49974700000  ","3010000-104-2017-00179","영업","2018-04-26"
"117","오아시스 모바일키친2","서울특별시 중구 장충동2가 201번지 반얀트리호텔 수영장 오아시스 ","서울특별시 중구 장충단로 60 (장충동2가 반얀트리호텔 수영장 오아시스)","2017-05-26","운영중","","","","","16.50","100856","","","2017","N","16.5","휴게음식점","푸드트럭","","02-2250-8045","200203.97161700000  ","450131.49974700000  ","3010000-104-2017-00180","영업","2018-04-26"
"118","오아시스 모바일키친3","서울특별시 중구 장충동2가 201번지 반얀트리호텔 수영장 오아시스 ","서울특별시 중구 장충단로 60 (장충동2가 반얀트리호텔 수영장 오아시스)","2017-05-26","운영중","","","","","16.50","100856","","","2017","N","16.5","휴게음식점","푸드트럭","","02-2250-8045","200203.97161700000  ","450131.49974700000  ","3010000-104-2017-00181","영업","2018-04-26"
"119","슈퍼박스","서울특별시 광진구 군자동 98번지 1층 ","서울특별시 광진구 능동로 209 1층 (군자동 세종대학교)","2016-10-07","운영중","","","","","4.60","143839","","","2016","N","4.6","휴게음식점","푸드트럭","","","206714.25124000000  ","450416.56824500000  ","3040000-104-2016-00218","영업","2018-04-26"
